2.5042 0.4524
2.5076 0.4543
3.9670 0.0001
4.1548 0.0000
4.2500 0.0246
4.2525 0.0260
4.4643 0.0014
4.5013 0.0348
4.5018 0.0273
4.5366 0.0009
4.6023 0.0147
4.6460 0.8614
4.7494 0.5271
4.7501 0.6180
4.7704 0.0034
