2.4918 0.4790
2.4996 0.4774
4.1649 0.0000
4.2564 0.0280
4.2570 0.0285
4.4939 0.0384
4.4944 0.0297
4.5277 0.0034
4.6039 0.0014
4.7382 0.8181
4.7420 0.6734
4.7617 0.0105
4.7715 0.1760
4.7758 0.3029
4.8761 0.0018
