1, -5.3
2, -6.1
3, -6.2
4, -6.4
5, -6.6
6, -6.8
7, -6.8
8, -7.4
9, -7.7
10, -7.7
11, -8.7
12, -9.6
13, -9.8
14, -10.2
15, -10.5
16, -11.0
17, -11.5
18, -11.8
19, -12.8
20, -13.4
21, -14.1
22, -16.9
23, -17.0
24, -19.1
25, -19.4
26, -19.5
27, -20.3
28, -20.6
29, -21.5
