    -0.40   0.000000000   1.502102696   1.025754587   -152.2478031456
    -0.35   0.000000000   1.568468529   1.042669739   -152.4042420775
    -0.30   0.000000000   1.638220400   1.063376106   -152.5116963682
    -0.25   0.000000000   1.712707143   1.088363328   -152.5845596366
    -0.20   0.000000000   1.793130215   1.117991989   -152.6328013327
    -0.15   0.000000000   1.880667517   1.152547806   -152.6634328482
    -0.10   0.000000000   1.976585644   1.192336452   -152.6814460867
    -0.05   0.000000000   2.082249695   1.237764863   -152.6904261667
     0.00   0.000000000   2.199179664   1.289380793   -152.6929660781
     0.05   0.000000000   2.329035631   1.347865765   -152.6909555456
     0.10   0.000000000   2.473638806   1.414021824   -152.6857843392
     0.15   0.000000000   2.634947995   1.488743096   -152.6784846195
     0.20   0.000000000   2.815002084   1.572977784   -152.6698296321
     0.25   0.000000000   3.015836713   1.667695231   -152.6604020734
     0.30   0.000000000   3.239376513   1.773837170   -152.6506420002
     0.35   0.000000000   3.487340411   1.892281893   -152.6408811013
     0.40   0.000000000   3.761132666   2.023798361   -152.6313678437
     0.45   0.000000000   4.061740690   2.169003929   -152.6222863233
     0.50   0.000000000   4.389605861   2.328305257   -152.6137703405
     0.55   0.000000000   4.744431120   2.501804233   -152.6059131513
     0.60   0.000000000   5.124900098   2.689148402   -152.5987724999
     0.65   0.000000000   5.528314997   2.889319315   -152.5923699365
     0.70   0.000000000   5.950199506   3.100387500   -152.5866831411

